"","age","sex","G1.x","G2.x","G3.x","absences.x","failures.x","schoolsup.x","paid.x","famsup.x","activities.x","studytime.x","higher.x"
"358",17,"M",13,13,"LowPass",2,"1","no","yes","yes","no","2","yes"
"359",17,"M",14,16,"HighPass",3,"1","no","no","no","no","1","yes"
"360",18,"M",10,10,"LowFail",4,"1","no","yes","yes","no","2","yes"
"361",18,"M",7,6,"HighFail",5,"1","no","no","no","yes","1","yes"
"362",18,"M",11,13,"LowPass",10,"2","no","no","yes","no","1","yes"
"363",18,"M",6,5,"HighFail",14,"2","no","yes","no","no","1","yes"
"364",18,"M",14,12,"LowPass",3,"1","no","yes","yes","yes","1","no"
"365",18,"M",11,12,"LowFail",0,"1","no","no","no","no","1","yes"
"366",18,"M",15,14,"HighPass",4,"1","no","yes","no","yes","2","yes"
"367",18,"M",10,10,"LowFail",4,"1","no","no","no","no","1","yes"
"368",18,"M",8,7,"LowFail",7,"2","no","no","no","no","1","no"
"369",18,"M",13,13,"LowPass",0,"1","no","yes","no","no","3","yes"
